"Category","Phase","Order","System","Project","ScopeArea","ItemType","ItemName","Action","Details","AcceptanceCriteria","Owner","TimeboxMinutes","Notes","Track","ExecutionMode","Priority","Risk","DependsOn","ProjectPath","FileTargets","Status"
"System","Phase 8: Testing + Review Synthesis","90","Debug Work","Global","Global","FeatureItem","Task90","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task89","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","91","Debug Work","Global","Global","FeatureItem","Task91","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task90","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","92","Debug Work","Global","Global","FeatureItem","Task92","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task91","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","93","Debug Work","Global","Global","FeatureItem","Task93","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task92","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 8: Testing + Review Synthesis","94","Debug Work","VAutoannounce","Project","RoadmapItem","Task94","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task86","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 8: Testing + Review Synthesis","95","Debug Work","VAutoannounce","Project","RoadmapItem","Task95","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task94","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 8: Testing + Review Synthesis","96","Debug Work","VAutoannounce","Project","RoadmapItem","Task96","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task95","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 8: Testing + Review Synthesis","97","Debug Work","VAutoannounce","Project","RoadmapItem","Task97","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task96","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","98","Debug Work","Global","Global","FeatureItem","Task98","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task93","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","99","Debug Work","Global","Global","FeatureItem","Task99","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task98","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","100","Debug Work","Global","Global","FeatureItem","Task100","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task99","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","101","Debug Work","Global","Global","FeatureItem","Task101","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task100","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","102","Debug Work","Global","Global","FeatureItem","Task102","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task101","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","103","Debug Work","Global","Global","FeatureItem","Task103","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task102","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 9: State & Security + Review Extensions","104","Debug Work","Global","Global","FeatureItem","Task104","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task103","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 9: State & Security + Review Extensions","105","Debug Work","VAuto.Extensions","Project","RoadmapItem","Task105","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task97","VAuto.Extensions/**;VAuto.Extensions/VAuto.Extensions.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 9: State & Security + Review Extensions","106","Debug Work","VAuto.Extensions","Project","RoadmapItem","Task106","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task105","VAuto.Extensions/**;VAuto.Extensions/VAuto.Extensions.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 9: State & Security + Review Extensions","107","Debug Work","VAuto.Extensions","Project","RoadmapItem","Task107","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task106","VAuto.Extensions/**;VAuto.Extensions/VAuto.Extensions.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 9: State & Security + Review Extensions","108","Debug Work","VAuto.Extensions","Project","RoadmapItem","Task108","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task107","VAuto.Extensions/**;VAuto.Extensions/VAuto.Extensions.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","109","Debug Work","Global","Global","FeatureItem","Task109","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task104","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","110","Debug Work","Global","Global","FeatureItem","Task110","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task109","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","111","Debug Work","Global","Global","FeatureItem","Task111","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task110","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","112","Debug Work","Global","Global","FeatureItem","Task112","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task111","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","113","Debug Work","Global","Global","FeatureItem","Task113","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task112","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","114","Debug Work","Global","Global","FeatureItem","Task114","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task113","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 10: Integration & Hardening + Review Completion","115","Debug Work","Global","Global","FeatureItem","Task115","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task114","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 10: Integration & Hardening + Review Completion","116","Debug Work","Bluelock.Tests","Project","RoadmapItem","Task116","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task108","tests/Bluelock.Tests/**;Bluelock/**;tests/Bluelock.Tests/Bluelock.Tests.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 10: Integration & Hardening + Review Completion","117","Debug Work","Bluelock.Tests","Project","RoadmapItem","Task117","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task116","tests/Bluelock.Tests/**;Bluelock/**;tests/Bluelock.Tests/Bluelock.Tests.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 10: Integration & Hardening + Review Completion","118","Debug Work","Bluelock.Tests","Project","RoadmapItem","Task118","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task117","tests/Bluelock.Tests/**;Bluelock/**;tests/Bluelock.Tests/Bluelock.Tests.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","119","Debug Work","Global","Global","FeatureItem","Task119","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task115","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","120","Debug Work","Global","Global","FeatureItem","Task120","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task119","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","121","Debug Work","Global","Global","FeatureItem","Task121","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task120","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","122","Debug Work","Global","Global","FeatureItem","Task122","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task121","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","123","Debug Work","Global","Global","FeatureItem","Task123","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task122","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","124","Debug Work","Global","Global","FeatureItem","Task124","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task123","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 11: Review Synthesis - State Analysis","125","Debug Work","Global","Global","FeatureItem","Task125","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task124","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 11: Review Synthesis - State Analysis","126","Debug Work","VAutomationCore","Project","RoadmapItem","Task126","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task118","Core/**;Chat/**;Models/**;Services/**;Configuration/**;Json/**;Properties/**;PrefabGuidConverter.cs;IService.cs;MyPluginInfo.cs;VAutomationCore.csproj;Plugin.cs","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 11: Review Synthesis - State Analysis","127","Debug Work","VAutomationCore","Project","RoadmapItem","Task127","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task126","Core/**;Chat/**;Models/**;Services/**;Configuration/**;Json/**;Properties/**;PrefabGuidConverter.cs;IService.cs;MyPluginInfo.cs;VAutomationCore.csproj;Plugin.cs","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 11: Review Synthesis - State Analysis","128","Debug Work","Bluelock","Project","RoadmapItem","Task128","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task127","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 12: Review Synthesis - Dependency Analysis","129","Debug Work","Global","Global","FeatureItem","Task129","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task125","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 12: Review Synthesis - Dependency Analysis","130","Debug Work","Global","Global","FeatureItem","Task130","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task129","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 12: Review Synthesis - Dependency Analysis","131","Debug Work","Global","Global","FeatureItem","Task131","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task130","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 12: Review Synthesis - Dependency Analysis","132","Debug Work","Global","Global","FeatureItem","Task132","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task131","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 12: Review Synthesis - Dependency Analysis","133","Debug Work","Bluelock","Project","RoadmapItem","Task133","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task128","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
